Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Brevin Jordan,33535,Hou,TE,,Sun 1:00 pm @ Ind,FA,1,8,0.18,"2,292",464,0%,-,-,-,-,-,-,0.1,0.1,0.9,0.0,-,0.0,0.0
Payne Durham,40193,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,0.15,"2,650",467,0%,-,-,-,-,-,-,0.1,0.1,0.7,0.0,-,-,-
Cameron Latu,40101,NE,TE,,Sun 1:00 pm @ Jax,FA,1,11,0.14,"2,727",469,0%,-,-,-,-,-,-,0.1,0.1,0.8,0.0,-,-,-
Carsen Ryan,42870,Cle,TE,,Sun 1:00 pm vs Car,FA,1,11,0.13,"2,287",470,0%,-,-,-,-,-,-,0.1,0.1,0.7,0.0,-,-,-
Dallen Bentley,42878,Den,TE,,Sun 8:20 pm vs LAR,FA,1,10,0.10,"2,158",476,0%,-,-,-,-,-,-,0.1,0.1,0.5,0.0,-,-,-
Bauer Sharp,42807,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,0.09,"2,288",478,0%,-,-,-,-,-,-,0.1,0.1,0.5,0.0,-,-,-
Robert Tonyan,30777,Pit,TE,,Sun 1:00 pm vs Cin,FA,1,9,0.09,"2,149",480,0%,-,-,-,-,-,-,0.1,0.0,0.5,0.0,-,-,-
Riley Nowakowski,42803,Pit,"RB,TE",,Sun 1:00 pm vs Cin,FA,1,9,0.09,"2,635",481,0%,-,-,-,-,-,-,0.1,0.0,0.4,0.0,-,-,-
Thomas Fidone II,42004,NYG,TE,,Sun 1:00 pm vs Ten,FA,-,8,0.08,"2,130",482,0%,-,-,-,-,-,-,-,0.1,0.5,-,-,-,-
Feleipe Franks,33729,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,0.07,"2,749",483,0%,-,-,-,0.1,0.3,0.0,0.0,0.0,0.1,0.0,-,-,0.0
Kylen Granson,33515,Ten,TE,,Sun 1:00 pm @ NYG,FA,1,9,0.07,"2,668",484,0%,-,-,-,-,-,-,0.1,0.0,0.4,0.0,-,-,-
Ja'Tavion Sanders,40995,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,0.06,"2,065",485,0%,-,-,-,-,-,-,0.1,0.0,0.3,0.0,-,-,-
Jack Endries,42843,Cin,TE,,Sun 1:00 pm @ Pit,FA,1,6,0.04,"2,197",486,0%,-,-,-,-,-,-,0.0,0.0,0.2,0.0,-,-,-
Ko Kieft,34174,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,0.02,"2,293",487,0%,-,-,-,-,-,-,0.0,0.0,0.1,0.0,-,-,-
Dae'Quan Wright,42885,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,223","1,122",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Heinrich Haarberg,43449,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,200",694,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Layne Pryor,42612,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,201","1,046",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas Gordon,42571,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,189","1,037",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mitch Van Vooren,42547,NE,TE,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,146","1,030",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Drake Dabney,42523,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,191","1,023",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Kallerup,42465,Sea,TE,,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,175","1,002",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Patrick Gurd,43272,LV,TE,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,152",616,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenny Fletcher Jr.,43357,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,179",649,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jermaine Terry,42446,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,209",997,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Frazier,43379,Atl,TE,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,170",658,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Stone Eby,43391,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,169",661,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brett Weaver,43412,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,177",674,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Johnny Pascuzzi,43433,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,139",682,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Louis Hansen,43457,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,185",696,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DeShawn Hanika,43239,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,166",601,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeremiah Franklin,43463,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,206",700,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben Yurosek,42434,Min,TE,IR,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,665",991,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Carter Runyon,42433,LV,TE,IR-R,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,685",989,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyler Moore,43464,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,231",701,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tre Watson,42430,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,148",988,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zach Horton,42420,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,199",984,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Marshall Lang,42353,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,188",963,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mark Redman,42323,GB,TE,,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,219",951,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Drew Biber,43470,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,192",707,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
CJ Dippre,42291,TB,TE,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,126",936,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JJ Galbreath,42275,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,204",924,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryce Pierre,42274,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,230",923,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Carson Towt,42620,Ind,TE,IR,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,128","1,048",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Eli Stowers,42676,Phi,TE,IR,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,227","1,061",1%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Trigg,42887,Dal,TE,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,162","1,123",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joe Royer,42772,Cle,TE,NFI-R,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,226","1,086",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaren Kanak,42847,Ten,TE,IR,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,181","1,109",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Evan Svoboda,42927,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,129","1,150",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jerand Bradley,42936,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,183","1,154",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ethan Conner,42965,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,220","1,169",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Khalil Dinkins,42972,SF,TE,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,164","1,174",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ty Pezza,43002,Bal,TE,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,186","1,190",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lance Mason,43012,Pit,TE,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,133",488,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hayden Large,43027,Chi,TE,IR,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,184",495,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chamon Metayer,43035,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,141",500,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Caden Prieskorn,42243,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,163",904,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lake McRee,43036,Pit,TE,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,194",501,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DJ Rogers,43055,Dal,TE,IR,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,135",506,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Kattus,43058,Cin,TE,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,193",508,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jameson Geers,43212,Ari,TE,IR,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,196",597,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Miles Kitselman,43082,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,187",519,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
RJ Maryland,43087,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,127",522,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Eni Falayi,43088,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,151",523,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ademola Faleye,43109,TB,TE,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,144",534,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
J. Michael Gyllenborg,43116,KC,TE,IR,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,207",543,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Matt Lauter,43130,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,160",552,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dan Villari,43138,LAR,TE,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,190",556,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Rohan Jones,43139,LAR,TE,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,213",557,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner Arkin,43152,NE,TE,,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,138",567,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cody Hardy,43161,NYJ,TE,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,214",572,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chase Curtis,43164,NYJ,TE,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,182",573,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Velling,43178,Atl,TE,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,216",580,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Quentin Moore,43206,Was,TE,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,205",595,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryson Nesbit,42266,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,154",915,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Marcedes Lewis,7777,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,134","1,043",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jackson Meeks,42238,Det,"WR,TE",,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,268",901,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Grant Calcaterra,34154,Phi,TE,IR-R,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,242",958,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Stoll,33891,SF,TE,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,632",823,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sal Cannella,33932,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,143",841,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikola Kalinic,33950,Chi,TE,IR,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,150",848,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Charlie Kolar,34084,LAC,TE,O,Sun 1:00 pm @ Buf,FA,-,7,0.00,208,925,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cole Turner,34105,Mia,TE,IR,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,215",939,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Teagan Quitoriano,34126,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,202",949,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
James Mitchell,34133,Dal,TE,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,159",952,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
John FitzPatrick,34169,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,283",965,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenny Yeboah,33705,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,245",777,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Muse,34183,Atl,TE,,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,291",970,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jake Tonges,34374,SF,TE,IR,Sun 4:05 pm vs Ari,FA,-,8,0.00,324,"1,033",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zaire Mitchell-Paden,34489,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,167","1,066",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner Conner,34513,NE,TE,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,517","1,075",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tucker Fisk,34625,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,670","1,097",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Stone Smartt,34637,NO,TE,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,495","1,103",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lucas Krull,34654,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,652","1,108",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Shane Zylstra,33803,NE,TE,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,233",797,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tre' McKitty,33485,Was,TE,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,176",750,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Justin Shorter,40167,LV,"WR,TE",IR,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,269",887,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner Hudson,31257,Cin,TE,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,075",719,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Vannett,29328,Bal,TE,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,114",740,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
David Njoku,30142,LAC,TE,IR,Sun 1:00 pm @ Buf,FA,-,7,0.00,322,987,3%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anthony Firkser,30571,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,277","1,115",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Taysom Hill,30614,NO,TE,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,042","1,134",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Pharaoh Brown,30627,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,270","1,142",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dallas Goedert,31019,Phi,TE,D,Mon 8:15 pm @ Chi,Monday Night Madison,1,10,0.00,176,630,88%,-,-,-,-,-,-,-,-,-,-,-,-,-
