Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Desmond Reid,43185,Buf,RB,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,536",587,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chase Curtis,43164,NYJ,TE,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,182",573,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Caullin Lacy,43165,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,368",574,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mekhi Mews,43166,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,330",575,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kevorian Barnes,43168,NYG,RB,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,585",577,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Velling,43178,Atl,TE,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,216",580,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Octavian Smith Jr.,43180,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,387",581,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cortez Braham Jr.,43181,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,302",583,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dontae McMillan,43182,Bal,RB,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,599",584,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Coleman Bennett,43187,Mia,RB,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,571",588,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chip Trayanum,43213,NYJ,RB,IR,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,572",598,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dane Key,43188,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,323",589,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sean Brown,43192,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,448",590,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalen Walthall,43193,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,407",591,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Daniel Sobkowicz,43195,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,373",592,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Treyvhon Saunders,43196,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,414",593,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Noah Whittington,43197,Hou,RB,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,613",594,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Quentin Moore,43206,Was,TE,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,205",595,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sam Scott,43209,NYJ,RB,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,553",596,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jameson Geers,43212,Ari,TE,IR,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,196",597,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Damon Bankston,43354,GB,RB,,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,542",648,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick DeGennaro,43363,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,327",650,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malik McClain,43159,NYJ,WR,,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,462",571,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Liam Clifford,43465,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,326",702,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Miles Davis,43445,Car,RB,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,594",692,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Heinrich Haarberg,43449,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,200",694,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Hayes,43451,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,337",695,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Louis Hansen,43457,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,185",696,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyre Duplessis,43458,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,356",697,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malick Meiga,43460,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,469",699,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeremiah Franklin,43463,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,206",700,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyler Moore,43464,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,231",701,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Roydell Williams,43466,Det,RB,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,569",704,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Terrill Davis,43442,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,366",689,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeff Weimer,43469,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,394",706,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Drew Biber,43470,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,192",707,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Connor Hulstein,43471,NYJ,TE,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,140",708,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Grant Finley,43473,NYG,RB,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,593",709,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Justin Jones,43478,Sea,RB,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,546",711,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Barika Kpeenu,43482,TB,RB,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,601",712,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Alex Tecza,43609,Pit,RB,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,538",730,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Matthew Henry,43615,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,419",734,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anderson Castle,43443,Ind,RB,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,616",690,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mante Morrow,43441,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,374",688,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cameron Dorner,43364,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,375",651,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Rodney Hammond Jr.,43399,Den,RB,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,611",666,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Myles Montgomery,43367,NE,RB,IR,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,533",652,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jimmy Kibble,43368,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,354",653,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Le'Meke Brockington,43376,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,426",655,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Keelan Marion,43377,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,464",656,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Frazier,43379,Atl,TE,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,170",658,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kolbe Katsis,43382,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,352",660,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Stone Eby,43391,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,169",661,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Julius Davis,43392,Den,RB,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,541",663,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trent Howland,43406,Den,RB,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,566",671,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Rashad Rochelle,43440,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,405",687,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tommy Thomas,43408,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,322",672,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brett Weaver,43412,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,177",674,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan Nubin,43417,Den,RB,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,573",676,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dean Patterson IV,43423,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,455",678,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kadarius Calloway,43424,TB,RB,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,543",679,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyron Hudson,43432,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,320",681,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Johnny Pascuzzi,43433,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,139",682,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brock Rechsteiner,43435,NO,WR,SUSP,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,450",683,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trayvon Rudolph,43439,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,297",686,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cody Hardy,43161,NYJ,TE,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,214",572,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DT Sheffield,43158,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,361",570,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Adam Randall,42780,Bal,RB,IR-R,Sun 4:25 pm @ Dal,FA,-,13,0.00,299,"1,087",1%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ethan Conner,42965,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,220","1,169",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jerand Bradley,42936,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,183","1,154",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Luke Wysong,42938,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,311","1,155",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joshua Simon,42186,Atl,TE,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,165",867,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben Patterson,42949,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,471","1,161",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Wortham,42950,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,357","1,162",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trebor Pena,42951,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,314","1,163",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Alex Bullock,42957,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,478","1,165",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brady Boyd,42959,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,362","1,166",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Will Pauling,42969,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,483","1,171",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Evan Svoboda,42927,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,129","1,150",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Wesley Grimes,42970,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,303","1,173",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Khalil Dinkins,42972,SF,TE,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,164","1,174",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Marcus Burke,42975,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,385","1,177",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trent Battle,42978,Atl,RB,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,555","1,179",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Harrison Wallace III,42979,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,403","1,180",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Robert Henry Jr.,42986,Was,RB,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,608","1,182",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Hilton Jr.,42987,GB,WR,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,408","1,183",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Eric Rivers Jr.,42990,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,449","1,184",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Devonte Ross,42930,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,367","1,151",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sincere Brown,42925,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,378","1,149",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Vinny Anthony II,42996,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,296","1,187",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cash Jones,42881,Atl,RB,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,547","1,119",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kendrick Law,42798,Det,WR,IR,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,309","1,091",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
E. Henderson Jr.,42821,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,442","1,098",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
CJ Williams,42825,Jax,WR,,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,474","1,100",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lewis Bond,42826,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,360","1,101",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anthony Smith,42840,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,468","1,106",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaren Kanak,42847,Ten,TE,IR,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,181","1,109",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jam Miller,42867,NE,RB,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,610","1,116",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeff Caldwell,42880,KC,WR,IR,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,626","1,118",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
J'Mari Taylor,42882,Jax,RB,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,609","1,120",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gregory Desrosiers,42922,LAC,RB,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,568","1,147",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dae'Quan Wright,42885,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,223","1,122",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Trigg,42887,Dal,TE,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,162","1,123",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Le'Veon Moss,42890,Mia,RB,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,548","1,124",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaydn Ott,42895,KC,RB,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,563","1,127",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyren Montgomery,42896,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,310","1,128",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kejon Owens,42912,Min,RB,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,600","1,139",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Marcus Sanders Jr.,42913,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,400","1,140",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dillon Bell,42914,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,445","1,141",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Shaleak Knotts,42917,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,305","1,144",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Noah Short,42991,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,412","1,186",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malik Rutherford,42998,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,371","1,188",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyle Dixon,43155,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,435",569,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Terion Stewart,43119,KC,RB,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,612",545,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaden Bradley,43092,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,355",526,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hank Beatty,43094,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,313",529,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joshua Pitsenberger,43098,Hou,RB,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,598",530,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Raylen Sharpe,43102,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,344",531,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ademola Faleye,43109,TB,TE,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,144",534,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Al-Jay Henderson,43110,NYJ,RB,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,544",536,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
EJ Smith,43115,KC,RB,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,615",542,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
J. Michael Gyllenborg,43116,KC,TE,IR,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,207",543,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chase Roberts,43126,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,440",547,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Eni Falayi,43088,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,151",523,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
E.J. Williams Jr.,43129,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,342",551,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Matt Lauter,43130,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,160",552,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dan Villari,43138,LAR,TE,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,190",556,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Rohan Jones,43139,LAR,TE,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,213",557,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dean Connors,43140,LAR,RB,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,549",558,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Donaven McCulley,43147,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,432",562,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anthony Hankerson,43149,Sea,RB,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,619",564,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Romello Brinson,43150,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,399",565,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner Arkin,43152,NE,TE,,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,138",567,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaiah Jacobs,43090,GB,RB,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,602",524,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
RJ Maryland,43087,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,127",522,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ty Pezza,43002,Bal,TE,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,186","1,190",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lake McRee,43036,Pit,TE,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,194",501,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lance Mason,43012,Pit,TE,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,133",488,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ja'Mori Maclin,43013,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,443",489,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Max Tomczak,43015,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,365",490,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kobe Prentice,43022,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,396",491,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hayden Large,43027,Chi,TE,IR,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,184",495,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Noah Thomas,43033,Cin,WR,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,439",497,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dominic Richardson,43034,NYJ,RB,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,535",498,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chamon Metayer,43035,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,141",500,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
TJ Harden,43051,Sea,RB,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,583",504,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
J. Michael Sturdivant,43085,GB,WR,,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,630",520,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Aaron Anderson,43052,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,383",505,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DJ Rogers,43055,Dal,TE,IR,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,135",506,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Kattus,43058,Cin,TE,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,193",508,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Davon Booth,43060,Ind,RB,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,590",509,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan Hudson,43061,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,479",510,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kole Wilson,43066,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,436",512,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cameron Ross,43069,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,430",514,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joseph Manjack,43076,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,382",516,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Miles Kitselman,43082,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,187",519,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Quincy Skinner Jr.,42187,GB,WR,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,446",869,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Marcedes Lewis,7777,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,134","1,043",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Nash,42185,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,346",866,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Austin Trammell,33745,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,712",785,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gary Brightwell,33584,Cin,RB,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,561",762,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Khalil Herbert,33605,Atl,RB,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,764",764,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jermar Jefferson,33644,Min,RB,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,596",769,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
